# Anon-Sec-Net v2 Figure 3: path construction time (asn)
# ms: milliseconds per complete session setup
protocol,n,mean_ms,ci95_ms,median_ms,p5_ms,p95_ms,min_ms,max_ms
asn,1000,14.948,0.174,14.426,13.562,16.834,13.023,56.657

# raw samples (ms)
13.885
14.854
14.258
14.418
13.918
14.437
15.541
15.708
15.728
14.571
14.602
17.195
15.134
18.090
15.246
14.855
15.193
14.516
16.386
15.165
16.437
13.719
14.402
14.431
16.667
14.789
15.133
14.672
14.002
14.901
15.615
14.970
16.268
15.093
15.950
14.090
14.580
15.103
16.055
14.700
15.142
15.038
15.644
14.713
14.074
15.713
14.701
15.041
14.612
14.282
14.720
14.245
16.623
15.715
14.353
14.793
14.438
14.533
13.787
14.520
14.603
16.998
14.854
14.177
14.922
13.922
14.690
14.574
14.565
14.916
16.824
15.255
15.025
15.631
15.621
15.887
14.940
15.411
14.381
14.915
14.695
15.280
14.689
14.338
14.538
14.484
13.844
15.159
19.151
14.425
14.715
15.716
15.612
14.178
14.690
14.916
14.260
16.187
14.521
14.399
13.913
15.125
18.947
15.284
13.906
15.175
14.994
14.773
16.134
14.565
14.849
15.171
14.544
15.026
14.170
14.564
13.809
16.380
13.904
14.282
15.013
14.716
15.120
14.720
14.981
14.023
16.060
14.188
40.615
14.049
14.282
14.469
16.058
13.152
13.754
13.408
13.913
14.000
13.839
13.755
13.581
15.851
14.661
15.549
13.854
14.857
13.978
14.121
14.018
14.261
13.942
16.471
14.161
14.871
16.270
14.391
14.088
15.294
14.377
14.367
14.482
15.056
14.400
15.262
14.147
13.301
19.865
16.549
14.300
14.220
14.364
14.256
13.764
14.372
16.660
15.681
14.657
14.959
14.263
13.335
14.135
14.227
14.684
15.338
15.926
14.352
13.772
14.335
14.084
15.321
14.383
14.679
14.610
14.811
20.780
13.706
14.347
13.941
14.559
14.306
13.861
16.120
14.850
14.270
17.761
14.083
14.167
13.495
15.199
14.588
17.191
14.187
13.981
15.397
13.826
15.464
13.666
14.456
14.496
16.358
16.343
14.119
14.633
13.755
14.483
14.087
18.623
13.631
14.844
15.056
13.697
14.873
16.319
14.504
14.784
13.768
14.133
16.899
15.245
13.689
14.179
16.334
14.247
15.176
13.837
16.834
13.834
14.295
14.972
14.827
15.176
14.626
16.834
14.030
14.149
13.602
14.142
40.324
15.396
14.257
13.864
13.075
14.804
29.575
15.293
14.883
14.007
14.415
13.023
14.042
13.441
14.861
13.805
14.633
14.037
15.476
14.182
13.362
15.027
14.286
13.393
17.049
13.948
14.266
14.566
17.147
13.662
14.942
14.695
13.625
14.550
13.469
14.060
14.511
14.310
14.027
14.599
14.058
13.391
14.615
19.095
15.065
14.865
14.534
15.472
15.003
14.156
17.001
14.467
14.551
15.812
15.710
13.717
14.527
16.962
14.417
13.368
15.286
18.443
13.561
14.264
15.185
14.206
15.597
14.417
13.672
14.916
14.068
13.775
14.039
14.259
14.691
16.293
13.880
14.457
15.490
14.059
13.731
16.200
13.949
14.269
15.802
14.335
14.151
14.558
16.559
14.239
13.551
15.693
14.011
14.339
15.954
15.745
14.219
13.723
13.541
14.411
15.208
14.268
16.759
15.396
13.313
15.018
15.927
14.419
14.290
14.426
14.165
15.037
15.505
14.150
15.659
16.502
13.830
14.312
15.615
14.819
14.455
13.835
15.255
14.330
16.040
14.252
14.390
14.339
13.858
56.657
18.608
14.571
14.060
15.487
14.153
13.780
14.222
14.494
13.339
13.629
16.308
13.890
13.397
14.805
13.787
13.832
14.514
13.563
14.053
13.965
14.783
15.049
14.165
15.085
14.558
14.206
13.992
14.106
13.559
14.297
15.872
14.443
14.049
13.669
15.322
13.654
14.629
14.885
15.413
15.649
13.604
14.315
13.932
16.599
14.496
15.147
14.993
13.669
14.274
14.570
14.576
14.072
14.165
14.532
14.690
14.998
14.021
14.892
14.830
15.491
15.216
13.799
14.335
14.365
15.536
13.835
15.388
14.346
18.075
13.582
13.579
13.963
13.892
15.294
14.632
14.002
18.518
14.434
13.575
13.548
14.199
16.367
13.454
13.566
14.477
14.252
13.880
15.697
13.991
13.814
14.353
16.067
13.708
14.553
15.794
14.767
14.053
14.408
16.535
14.015
13.067
14.254
14.234
14.095
14.137
13.649
16.590
13.993
15.428
15.710
14.054
14.752
13.792
14.659
15.226
14.361
14.524
14.339
17.461
15.671
13.970
14.976
14.203
14.316
14.138
13.844
14.346
16.802
40.887
14.951
14.247
13.601
14.031
15.344
13.083
15.709
14.261
17.318
13.911
14.196
16.258
13.708
14.061
15.895
13.947
14.451
14.427
14.571
15.072
14.557
13.424
13.982
14.091
14.412
14.345
14.145
15.225
14.040
14.299
15.220
14.134
14.767
17.433
14.104
13.761
15.045
13.829
14.028
14.725
14.269
14.375
13.342
14.654
14.074
14.988
14.666
14.912
14.632
14.204
14.394
14.500
14.589
14.236
15.685
14.902
14.877
15.015
13.936
14.495
13.928
15.800
14.383
15.688
14.283
14.574
19.671
13.593
15.796
15.246
16.260
13.490
14.750
14.981
13.845
14.123
16.221
14.176
14.095
17.081
15.238
14.377
16.152
14.832
15.366
15.468
13.464
16.476
13.562
14.146
15.422
13.956
14.158
14.171
14.241
13.576
14.473
14.078
14.434
16.484
13.370
14.930
14.638
14.701
15.298
14.698
15.796
13.751
15.227
13.778
14.868
14.444
14.264
13.813
15.346
14.402
13.534
14.598
13.760
15.639
14.499
14.083
14.770
14.036
14.635
14.216
14.318
13.965
42.776
15.969
14.640
13.864
15.487
14.573
13.773
13.669
15.758
15.105
13.944
13.445
14.230
13.744
14.050
15.118
14.579
13.952
15.594
13.935
15.933
13.799
14.875
13.659
14.254
14.085
15.234
14.002
13.790
16.361
13.713
14.304
14.260
17.109
14.497
15.021
14.157
13.691
14.126
14.505
14.132
14.576
14.474
14.355
13.611
15.141
14.032
14.013
14.188
14.946
13.510
14.057
16.090
14.274
14.235
14.537
25.297
32.808
15.751
19.369
15.045
14.635
13.623
16.045
21.027
14.783
13.828
14.098
13.814
13.938
15.201
14.790
14.369
16.453
17.006
17.398
16.665
14.225
13.562
14.224
16.604
14.311
13.896
13.795
13.866
13.996
13.739
14.309
14.208
15.955
13.584
14.101
13.604
14.737
13.363
14.092
15.268
13.646
14.078
14.668
13.876
14.184
14.227
14.197
13.519
15.067
14.014
14.176
14.145
14.343
13.834
13.552
15.633
13.297
14.543
14.535
15.590
14.350
13.835
14.343
14.938
13.941
14.146
15.546
14.441
14.199
14.018
15.057
14.051
45.007
17.145
14.228
15.448
13.861
13.759
14.605
13.809
13.143
15.408
14.060
13.449
13.844
14.961
14.108
13.529
14.150
13.629
14.236
14.921
14.981
15.339
13.710
14.019
14.668
14.121
14.126
14.899
15.485
14.847
14.356
14.882
14.220
13.998
15.846
15.036
13.657
17.519
13.525
15.919
14.755
14.074
15.569
14.063
14.479
15.155
14.244
13.493
13.916
13.886
15.350
14.417
14.374
14.116
15.646
14.953
15.465
16.848
14.042
14.900
14.342
16.176
14.180
13.704
14.093
14.031
16.956
15.349
15.093
14.499
13.787
14.214
13.825
16.526
14.963
14.954
14.196
14.644
13.906
13.657
13.903
14.438
14.052
15.624
13.791
15.197
14.968
14.399
14.476
14.091
17.446
13.963
16.077
14.643
14.371
13.951
16.743
14.333
14.334
15.017
13.540
14.366
14.817
14.815
14.554
14.364
15.005
13.237
14.573
13.722
16.270
15.219
14.204
15.749
13.958
15.635
14.152
16.304
14.942
15.116
17.206
14.458
14.346
14.010
14.177
13.870
15.316
14.410
14.289
41.921
15.633
14.156
14.212
15.383
13.803
14.112
13.821
13.642
16.346
15.184
13.716
14.215
15.568
13.664
13.984
15.272
13.355
14.030
14.135
13.664
15.665
13.700
13.958
14.427
14.696
15.869
13.630
14.276
13.459
16.009
13.996
14.234
16.106
13.319
17.375
13.901
14.220
14.457
15.864
14.381
13.935
15.252
13.748
14.020
14.284
15.228
14.142
14.382
13.633
13.506
15.699
13.906
14.619
20.709
16.715
14.053
13.540
14.412
16.043
14.413
15.548
15.983
14.095
14.252
15.980
13.890
14.083
14.565
14.335
13.938
14.591
15.296
15.342
14.308
13.900
15.577
14.363
14.795
14.536
14.024
15.684
14.924
14.035
14.112
15.035
14.045
14.170
14.702
13.952
14.158
16.204
14.235
14.041
15.784
14.287
